          (   4,    4) (   2,    2) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1)
          (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1)
          (   5,    5) (   4,    4) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   2,    2)
          (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1)
          (   3,    3) (   1,    1) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   2,    2)
          (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   4,    4)
          (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   3,    3) (   3,    3)
          (   4,    4) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   3,    3) (   5,    5) (   2,    2)
          (   4,    4) (   1,    1) (   2,    2) (   4,    4) (   2,    2) (   4,    4) (   2,    2) (   2,    2) (   3,    3) (   3,    3)
          (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   4,    4) (   1,    1) (   2,    2) (   4,    4) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   2,    2)
          (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   3,    3) (   1,    1) (   1,    1) (   0,    1)
          (   0,    1) (   2,    1) (   1,    0) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   3,    3) (   2,    2)
          (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   2,    2) (   2,    2)
          (   1,    1) (   3,    3) (   1,    1) (   4,    4) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   2,    2)
          (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1)
         
node   3 sent_total   1297  recv_total   1285

node   4  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   1,    0) (   2,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1)
          (   3,    3) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   4,    4)
          (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   4,    4) (   2,    2) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   2,    2) (   3,    3) (   2,    2) (   4,    4) (   3,    3) (   2,    2)
          (   1,    1) (   1,    1) (   1,    2) (   3,    3) (   1,    1) (   2,    2) (   4,    5) (   2,    2) (   2,    2) (   1,    1)
          (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   1,    2) (   1,    1) (   2,    1)
          (   2,    2) (   2,    3) (   1,    1) (   1,    1) (   2,    2) (   2,    3) (   2,    2) (   5,    5) (   1,    1) (   2,    2)
          (   2,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   2,    3) (   2,    2) (   3,    2) (   2,    2)
          (   2,    2) (   1,    1) (   3,    3) (   4,    3) (   2,    3) (   2,    2) (   1,    0) (   2,    2) (   3,    3) (   1,    0)
          (   1,    2) (   2,    3) (   2,    3) (   3,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    1) (   2,    2) (   2,    2)
          (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   3,    4) (   1,    2) (   2,    1) (   1,    1) (   2,    3) (   0,    0)
          (   1,    0) (   2,    1) (   3,    3) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   2,    3) (   2,    2) (   2,    2) (   2,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   2,    2)
          (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    0) (   2,    2) (   1,    2)
          (   0,    1) (   1,    0) (   2,    1) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2)
          (   1,    2) (   1,    1) (   2,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   3,    3) (   1,    0) (   1,    1)
          (   3,    3) (   1,    1) (   2,    3) (   3,    3) (   1,    0) (   2,    2) (   2,    3) (   4,    4) (   1,    1) (   2,    2)
          (   1,    2) (   2,    1) (   1,    0) (   2,    1) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   3,    3)
          (   2,    1) (   0,    1) (   1,    1) (   2,    1) (   2,    2) (   3,    3) (   1,    2) (   1,    1) (   3,    3) (   1,    1)
          (   2,    1) (   2,    2) (   3,    2) (   2,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   2,    3) (   2,    2)
          (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   1,    2) (   2,    2)
          (   2,    2) (   1,    2) (   3,    4) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   1,    0) (   2,    2) (   1,    0)
          (   2,    3) (   0,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   1,    1)
          (   1,    1) (   2,    3) (   2,    1) (   1,    1) (   2,    1) (   3,    3) (   1,    1) (   3,    3) (   1,    1) (   2,    1)
          (   5,    5) (   1,    1) (   3,    3) (   1,    0) (   0,    0) (   2,    2) (   2,    1) (   2,    3) (   2,    1) (   2,    2)
          (   2,    2) (   3,    3) (   1,    2) (   5,    5) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   0,    2)
          (   2,    3) (   2,    1) (   2,    3) (   1,    1) (   1,    0) (   2,    2) (   2,    2) (   1,    1) (   4,    4) (   1,    1)
          (   0,    1) (   1,    0) (   2,    1) (   1,    2) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   2,    2)
          (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2) (   3,    3)
          (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   1,    1)
          (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   2,    2) (   3,    3)
          (   2,    2) (   2,    2) (   3,    3) (   1,    1) (   3,    3) (   1,    1) (   3,    3) (   2,    2) (   4,    4) (   2,    2)
          (   3,    3) (   4,    4) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   4,    4)
          (   2,    2) (   2,    2) (   1,    1) (   4,    4) (   1,    1) (   1,    1) (   5,    5) (   3,    3) (   2,    2) (   3,    3)
          (   2,    2) (   2,    2) (   4,    4) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   4,    4)
          (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   4,    4) (   3,    3) (   2,    2) (   1,    1)
          (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   3,    3) (   4,    4) (   1,    1) (   1,    1) (   1,    1)
          (   4,    4) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   1,    1) (   2,    2) (   1,    1) (   2,    2)
          (   1,    1) (   1,    1) (   4,    4) (   3,    3) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2)
          (   1,    1) (   4,    4) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   2,    2)
          (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2)
          (   1,    1) (   3,    3) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    1)
          (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   4,    4) (   3,    3) (   3,    3) (   3,    3) (   2,    2)
          (   1,    1) (   1,    1) (   4,    4) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   2,    2)
          (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   3,    3) (   1,    1) (   1,    1) (   2,    2) (   1,    1)
          (   3,    3) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   3,    3) (   3,    3) (   3,    3) (   1,    1)
          (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   5,    5) (   3,    3)
          (   3,    3) (   2,    2) (   4,    4) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   3,    3)
          (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   4,    4) (   3,    3)
          (   3,    3) (   2,    2) (   1,    1) (   3,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   1,    1) (   0,    0) (   4,    4) (   2,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   2,    2)
          (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   1,    1)
          (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   2,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2)
          (   3,    3) (   1,    1) (   3,    3) (   3,    3) (   1,    1) (   4,    4) (   3,    3) (   2,    2) (   2,    2) (   1,    1)
          (   1,    1) (   3,    3) (   1,    1) (   5,    5) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   3,    3) (   1,    1)
          (   1,    1) (   1,    1) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   2,    2)
          (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   1,    1)
          (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2)
          (   2,    2) (   2,    2) (   1,    1) (   4,    4) (   5,    5) (   2,    2) (   4,    4) (   2,    2) (   1,    1) (   1,    1)
          (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   1,    1) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   1,    1)
          (   2,    2) (   2,    2) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2)
          (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   3,    3) (   2,    1) (   2,    2)
          (   3,    3) (   4,    4) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2)
          (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   4,    4) (   2,    2)
          (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   4,    4) (   2,    2) (   1,    1) (   4,    4) (   2,    2)
          (   2,    2) (   1,    1) (   4,    4) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   2,    2)
          (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   1,    1) (   4,    4) (   2,    2) (   5,    5) (   1,    1)
         
node   4 sent_total   1316  recv_total   1320

node   5  (   0,    0) (   1,    0) (   0,    0) (   0,    1) (   1,    0) (   2,    1) (   3,    3) (   4,    4) (   3,    3) (   1,    1)
          (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   3,    3) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2)
          (   3,    3) (   1,    1) (   1,    1) (   4,    4) (   3,    3) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2)
          (   3,    3) (   1,    1) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   1,    1) (   4,    4) (   2,    2)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   3,    3) (   1,    1)
          (   2,    2) (   1,    2) (   2,    2) (   2,    1) (   1,    1) (   2,    3) (   2,    2) (   1,    0) (   1,    1) (   3,    3)
          (   2,    2) (   2,    3) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   1,    1) (   0,    1) (   3,    3) (   2,    1)
          (   1,    1) (   2,    2) (   1,    0) (   1,    1) (   1,    1) (   2,    2) (   2,    1) (   3,    3) (   2,    3) (   3,    3)
          (   1,    1) (   3,    3) (   3,    3) (   0,    1) (   3,    3) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   1,    2)
          (   2,    2) (   2,    1) (   2,    4) (   2,    2) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   0,    1) (   2,    2)
          (   4,    3) (   3,    2) (   1,    1) (   1,    1) (   3,    4) (   1,    1) (   3,    2) (   1,    0) (   1,    1) (   1,    1)
          (   0,    1) (   3,    2) (   1,    1) (   2,    3) (   1,    1) (   2,    3) (   2,    2) (   1,    1) (   0,    0) (   1,    1)
          (   1,    0) (   3,    3) (   1,    1) (   1,    3) (   3,    3) (   1,    0) (   1,    1) (   1,    1) (   3,    3) (   1,    2)
          (   1,    1) (   3,    2) (   3,    4) (   4,    4) (   3,    3) (   1,    1) (   2,    2) (   0,    0) (   4,    4) (   2,    1)
          (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   1,    2) (   2,    2) (   2,    1) (   2,    2) (   2,    1)
          (   1,    1) (   1,    1) (   1,    0) (   3,    3) (   2,    2) (   1,    2) (   2,    2) (   1,    0) (   2,    2) (   3,    3)
          (   1,    1) (   2,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   3,    2) (   1,    0) (   2,    2) (   3,    3)
          (   2,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   2,    2) (   1,    0) (   2,    2) (   1,    1) (   3,    3)
          (   2,    3) (   3,    3) (   1,    1) (   1,    1) (   0,    1) (   1,    1) (   1,    0) (   2,    1) (   1,    1) (   3,    3)
          (   0,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   0,    1) (   0,    1) (   0,    0) (   1,    1)
          (   1,    0) (   1,    2) (   1,    1) (   2,    1) (   2,    2) (   3,    3) (   3,    2) (   1,    1) (   2,    2) (   2,    1)
          (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   3,    2) (   1,    2) (   2,    2) (   2,    1) (   2,    3) (   1,    1)
          (   2,    2) (   3,    2) (   1,    0) (   1,    1) (   2,    2) (   1,    1) (   2,    3) (   2,    2) (   2,    3) (   3,    2)
          (   1,    1) (   1,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   2,    1) (   2,    2) (   2,    3) (   2,    3)
          (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   3,    3) (   2,    3) (   2,    2) (   2,    2) (   2,    2)
          (   1,    1) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   1,    0) (   2,    2)
          (   1,    1) (   3,    3) (   2,    2) (   1,    2) (   0,    1) (   3,    2) (   1,    1) (   0,    1) (   4,    3) (   1,    2)
          (   1,    1) (   5,    5) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   3,    2) (   2,    2) (   1,    1)
          (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    2) (   2,    3)
          (   1,    1) (   3,    3) (   2,    3) (   2,    2) (   0,    0) (   2,    3) (   1,    0) (   1,    0) (   2,    2) (   2,    2)
          (   2,    2) (   0,    1) (   2,    2) (   2,    1) (   3,    3) (   5,    5) (   1,    1) (   3,    3) (   2,    2) (   1,    1)
          (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   3,    3) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   1,    1) (   1,    1) (   3,    3) (   3,    3)
          (   2,    2) (   1,    1) (   3,    3) (   1,    1) (   3,    3) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   3,    3)
          (   3,    3) (   3,    3) (   4,    4) (   3,    3) (   4,    4) (   1,    1) (   3,    3) (   1,    1) (   2,    2) (   1,    1)
          (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   3,    3) (   1,    1)
          (   3,    3) (   3,    3) (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   2,    2)
          (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   3,    3) (   2,    2) (   2,    2)
          (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   4,    4) (   1,    1) (   2,    2) (   3,    3)
          (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   3,    3) (   2,    2) (   2,    2)
          (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   5,    5) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   3,    3)
          (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   1,    1)
          (   2,    2) (   3,    3) (   2,    2) (   3,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   3,    3)
          (   2,    2) (   2,    2) (   4,    4) (   4,    4) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   1,    1) (   2,    2)
          (   1,    1) (   2,    2) (   4,    4) (   3,    3) (   1,    1) (   6,    6) (   2,    2) (   1,    1) (   4,    4) (   2,    2)
          (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   4,    4) (   1,    1) (   2,    2)
          (   1,    1) (   3,    3) (   4,    4) (   3,    3) (   1,    1) (   2,    2) (   4,    4) (   3,    3) (   3,    3) (   2,    2)
          (   3,    3) (   3,    3) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   1,    1) (   1,    1)
          (   1,    1) (   2,    2) (   3,    3) (   5,    5) (   1,    1) (   4,    4) (   1,    1) (   1,    1) (   3,    3) (   1,    1)
          (   1,    1) (   2,    2) (   3,    3) (   5,    5) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   1,    1) (   3,    3) (   3,    3) (   1,    1) (   3,    3)
          (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   3,    3) (   2,    2)
          (   1,    1) (   2,    2) (   4,    4) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2)
          (   4,    4) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   1,    1)
          (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   4,    4) (   2,    2) (   2,    2) (   3,    3) (   2,    2) (   3,    3)
          (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   4,    4) (   3,    3) (   2,    2)
          (   4,    4) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   4,    4) (   3,    3) (   2,    2) (   1,    1)
          (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   2,    2)
          (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   3,    3)
          (   3,    3) (   2,    2) (   2,    2) (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   3,    3) (   3,    3)
          (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   1,    1) (   3,    3) (   3,    3)
          (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   1,    1)
          (   2,    2) (   1,    1) (   2,    2) (   4,    4) (   1,    1) (   1,    1) (   4,    4) (   1,    1) (   2,    2) (   2,    2)
          (   2,    2) (   4,    4) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   1,    1) (   1,    1) (   3,    3) (   3,    3)
          (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   2,    2)
          (   1,    1) (   1,    1) (   6,    6) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   2,    2)
          (   3,    3) (   4,    4) (   3,    3) (   4,    4) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   1,    1) (   1,    1)
          (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   2,    2) (   4,    4) (   1,    1) (   1,    1) (   1,    1)
          (   3,    3) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   3,    3) (   1,    1) (   1,    1) (   2,    2) (   3,    3)
         
node   5 sent_total   1342  recv_total   1340

node   6  (   0,    0) (   1,    0) (   0,    0) (   0,    1) (   1,    0) (   2,    1) (   4,    4) (   2,    2) (   2,    2) (   3,    3)
          (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   1,    1)
          (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   3,    3) (   2,    2)
          (   2,    2) (   4,    4) (   1,    1) (   2,    2) (   1,    1) (   4,    4) (   3,    3) (   2,    2) (   2,    2) (   3,    3)
          (   2,    2) (   2,    2) (   3,    3) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2)
          (   2,    2) (   1,    1) (   4,    4) (   2,    2) (   4,    5) (   1,    1) (   2,    2) (   2,    2) (   3,    3) (   2,    3)
          (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2)
          (   1,    2) (   0,    0) (   3,    2) (   0,    0) (   2,    2) (   2,    1) (   3,    3) (   2,    2) (   2,    2) (   1,    1)
          (   1,    1) (   3,    2) (   1,    2) (   1,    1) (   1,    0) (   2,    2) (   1,    1) (   2,    2) (   1,    0) (   2,    2)
          (   2,    2) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   3,    3)
          (   2,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   3,    4) (   3,    3) (   1,    2)
          (   1,    1) (   2,    1) (   2,    3) (   1,    1) (   2,    1) (   1,    1) (   1,    1) (   0,    1) (   2,    2) (   1,    0)
          (   0,    0) (   1,    1) (   5,    4) (   3,    3) (   0,    1) (   1,    1) (   2,    1) (   0,    1) (   2,    2) (   2,    1)
          (   0,    1) (   1,    1) (   2,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   2,    1) (   2,    2) (   1,    1)
          (   2,    2) (   3,    3) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    2) (   1,    0) (   1,    1)
          (   1,    2) (   2,    1) (   2,    1) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   1,    1)
          (   2,    2) (   0,    0) (   3,    3) (   1,    0) (   1,    1) (   3,    3) (   2,    2) (   2,    4) (   3,    4) (   3,    3)
          (   1,    1) (   1,    2) (   2,    2) (   1,    1) (   1,    1) (   1,    2) (   2,    2) (   0,    0) (   2,    2) (   1,    1)
          (   2,    2) (   2,    1) (   0,    1) (   4,    4) (   2,    1) (   2,    2) (   1,    2) (   2,    3) (   2,    1) (   2,    2)
          (   2,    2) (   0,    1) (   2,    2) (   1,    0) (   2,    2) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   2,    1)
          (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    2) (   2,    2) (   1,    0) (   3,    4) (   2,    2) (   1,    0)
          (   2,    2) (   2,    2) (   3,    3) (   3,    4) (   2,    2) (   1,    2) (   2,    1) (   3,    2) (   2,    2) (   2,    2)
          (   1,    1) (   2,    2) (   4,    4) (   2,    2) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   3,    2) (   2,    2)
          (   1,    1) (   3,    3) (   1,    0) (   2,    1) (   2,    1) (   1,    2) (   2,    2) (   3,    3) (   1,    2) (   2,    2)
          (   2,    1) (   1,    2) (   1,    1) (   2,    1) (   2,    2) (   2,    2) (   2,    1) (   2,    3) (   2,    2) (   1,    0)
          (   4,    4) (   1,    1) (   1,    1) (   3,    3) (   4,    5) (   2,    3) (   1,    1) (   2,    2) (   1,    2) (   2,    2)
          (   1,    0) (   2,    3) (   1,    1) (   2,    2) (   1,    2) (   2,    4) (   2,    1) (   1,    1) (   1,    1) (   4,    4)
          (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   2,    2) (   3,    3) (   1,    1) (   3,    2)
          (   1,    0) (   3,    3) (   1,    1) (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   4,    4)
          (   2,    2) (   1,    1) (   2,    1) (   1,    1) (   0,    1) (   2,    2) (   2,    1) (   3,    3) (   1,    1) (   2,    3)
          (   0,    1) (   1,    0) (   1,    0) (   2,    2) (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   3,    3)
          (   5,    5) (   1,    1) (   2,    2) (   2,    2) (   1,    1) (   3,    3) (   2,    2) (   2,    2) (   2,    2) (   2,    2)
          (   3,    3) (   2,    2) (   1,    1) (   2,    2) (   1,    1) (   4,    4) (   2,    2) (   1,    1) (   1,    1) (   2,    2)
          (   2,    2) (   1,    1) (   4,    4) (   3,    3) (   2,    2) (   2,    2) (   4,    4) (   4,    4) (   3,    3) (   1,    1)
          (   2,    2) (   3,    3) (   3,    3) (   2,    2) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   3,    3) (   3,    3)
          (   1,    1) (   2,    2) (   1,    1) (   1,    1) (   2,    2) (   2,    2) (   2,    2) (   1,    1) (   4,    4) (   1,    1)
